t,fx,fy,fz,tx,ty,tz,tau_raw,tau_screw,tau_perp_mag,u,pA,pB
1786016686.7212725,-6.6731767654418945,-3.3118748664855957,-111.74595642089844,-0.034774571657180786,0.8285444974899292,0.16589294373989105,-0.034774571657180786,-0.5315558016300201,0.844989025433778,-0.24695169314360008,0.0,9.878067725744003
1786016686.7712765,-6.468751907348633,-3.4551596641540527,-111.825439453125,-0.016438672319054604,0.8343477249145508,0.1629386842250824,-0.016438672319054604,-0.5347126219421625,0.8501088994282368,-0.24857057535495514,0.0,9.942823014198206
1786016686.8212993,-6.53439998626709,-3.659226894378662,-111.79698181152344,-0.00980248674750328,0.8334731459617615,0.1667785495519638,-0.00980248674750328,-0.5586865209043026,0.8499956291829109,-0.26086488251502693,0.0,10.434595300601078
1786016686.8712766,-6.535362243652344,-3.507530450820923,-111.75350189208984,-0.0059316447004675865,0.8219047784805298,0.16882897913455963,-0.0059316447004675865,-0.532061212323606,0.8390653663956976,-0.24721087811466977,0.0,9.88843512458679
1786016686.9212635,-6.6977081298828125,-3.418750286102295,-111.7493896484375,-0.019860433414578438,0.8267644047737122,0.16492880880832672,-0.019860433414578438,-0.5326729763299226,0.8430545017825147,-0.24752460324611417,0.0,9.900984129844566
1786016686.9713275,-6.015322208404541,-3.4867987632751465,-111.91852569580078,-0.017835786566138268,0.8467438817024231,0.16373738646507263,-0.017835786566138268,-0.5408556010574103,0.8624297843458908,-0.2517208210550822,0.0,10.068832842203289
1786016687.021285,-6.70573091506958,-3.286320924758911,-111.77666473388672,-0.028967006132006645,0.8265863656997681,0.16306543350219727,-0.028967006132006645,-0.5219151448458432,0.8425172731546875,-0.24200776658761192,0.0,9.680310663504477
1786016687.071303,-6.515287399291992,-3.1353471279144287,-111.8139877319336,-0.03321807458996773,0.8229101896286011,0.16590873897075653,-0.03321807458996773,-0.503520143777132,0.8394682184939742,-0.23257443270622152,0.0,9.302977308248861
1786016687.1213074,-6.559057235717773,-3.4691202640533447,-111.84921264648438,-0.016445349901914597,0.8421836495399475,0.16452009975910187,-0.016445349901914597,-0.5368133895099163,0.8581026528202613,-0.24964789205636734,0.0,9.985915682254694
1786016687.1712976,-6.655031204223633,-3.582533359527588,-111.76699829101562,-0.011417582631111145,0.831984281539917,0.16329410672187805,-0.011417582631111145,-0.5487975865602494,0.8478577770001217,-0.25579363413346123,0.0,10.23174536533845
1786016687.221322,-6.7330546379089355,-3.316419839859009,-111.73617553710938,-0.025989236310124397,0.8345953822135925,0.1652928590774536,-0.025989236310124397,-0.5234522122889758,0.8508061948964943,-0.24279600630203887,0.0,9.711840252081554
1786016687.271302,-6.4431047439575195,-3.6058616638183594,-111.74500274658203,-0.011943083256483078,0.83712238073349,0.16592085361480713,-0.011943083256483078,-0.552822332829237,0.8534070599597665,-0.2578576065790959,0.0,10.314304263163836
1786016687.3212643,-6.5850958824157715,-3.4703710079193115,-111.77857208251953,-0.017139896750450134,0.8422147631645203,0.16574497520923615,-0.017139896750450134,-0.5376955479383468,0.8583688624940791,-0.25010028099402404,0.0,10.004011239760962
1786016687.37128,-5.907376289367676,-2.5506794452667236,-111.1470718383789,-0.11317669600248337,0.8901601433753967,0.1520819216966629,-0.11317669600248337,-0.4957786127924919,0.9030581331016607,-0.22860441681666252,0.0,9.1441766726665
1786016687.4212823,-6.631786346435547,-3.559304714202881,-111.8765869140625,-0.015752749517560005,0.8389648199081421,0.16523714363574982,-0.015752749517560005,-0.5496484566479921,0.8550820327199038,-0.2562299777682011,0.0,10.249199110728044
1786016687.471352,-6.637343406677246,-3.542562961578369,-111.73881530761719,-0.014914242550730705,0.8282238841056824,0.16729725897312164,-0.014914242550730705,-0.546298686787486,0.8449515814903376,-0.2545121470705057,0.0,10.180485882820227
1786016687.5213053,-6.8697285652160645,-3.471313238143921,-111.7579116821289,-0.015540714375674725,0.8356906175613403,0.16709956526756287,-0.015540714375674725,-0.5362377000972628,0.8522329921991185,-0.24935266671654505,0.0,9.974106668661802
1786016687.5713203,-6.672882080078125,-3.3688502311706543,-111.74903869628906,-0.01905684359371662,0.8263464570045471,0.16431337594985962,-0.01905684359371662,-0.5243843782693147,0.8425243928338264,-0.24327404013811013,0.0,9.730961605524405
1786016687.6212943,-6.727921962738037,-3.3825700283050537,-111.9178466796875,-0.029145754873752594,0.8344852328300476,0.1608150601387024,-0.029145754873752594,-0.5365312591195106,0.8498394480011111,-0.24950320980487725,0.0,9.98012839219509
1786016687.6712723,-6.780119895935059,-3.3542230129241943,-111.78253936767578,-0.011473391205072403,0.8327560424804688,0.16199170053005219,-0.011473391205072403,-0.5146068431437015,0.8483654503386795,-0.23825991956087259,0.0,9.530396782434904
1786016687.7213137,-6.910715579986572,-3.567579984664917,-111.76852416992188,-0.009943806566298008,0.8369304537773132,0.16461269557476044,-0.009943806566298008,-0.5450808042660356,0.8529653709291416,-0.2538875919313003,0.0,10.15550367725201
1786016687.7713075,-6.633408546447754,-3.528740644454956,-111.75370788574219,-0.018962061032652855,0.8385100960731506,0.16491654515266418,-0.018962061032652855,-0.5482731577008962,0.854573957057957,-0.25552469625686985,0.0,10.220987850274794
1786016687.8212607,-6.8848981857299805,-3.454787015914917,-111.89218139648438,-0.01847771368920803,0.8392263054847717,0.16635863482952118,-0.01847771368920803,-0.5366957660764455,0.8555559521153256,-0.24958757234689516,0.0,9.983502893875807
1786016687.8712926,-6.779849529266357,-3.4366614818573,-111.8471908569336,-0.0166691392660141,0.831935465335846,0.16323627531528473,-0.0166691392660141,-0.532168361544609,0.8477987379457332,-0.24726582643313283,0.0,9.890633057325314
1786016687.921343,-6.832175254821777,-3.5446646213531494,-111.8087387084961,-0.013630707748234272,0.8433924317359924,0.1651776134967804,-0.013630707748234272,-0.5453304009512067,0.8594151720269095,-0.25401559023138803,0.0,10.160623609255522
1786016687.9712765,-6.698178768157959,-3.3707425594329834,-111.7477798461914,-0.01970396190881729,0.8383260369300842,0.16518667340278625,-0.01970396190881729,-0.5253153458237648,0.8544455402568263,-0.24375145939680248,0.0,9.750058375872099
1786016688.0212917,-6.798088073730469,-3.5044593811035156,-111.9212417602539,-0.01642587222158909,0.8435004353523254,0.16845589876174927,-0.01642587222158909,-0.5420947793871164,0.8601571799777011,-0.2523562971215981,0.0,10.094251884863926
1786016688.0712948,-6.5763773918151855,-3.4112863540649414,-111.79218292236328,-0.008446387015283108,0.8377691507339478,0.16833408176898956,-0.008446387015283108,-0.5201393401250243,0.8545136119492123,-0.24109709750001246,0.0,9.643883900000498
1786016688.1212683,-6.869361400604248,-3.6412513256073,-111.8001480102539,-0.005693983286619186,0.8367816209793091,0.1626177877187729,-0.005693983286619186,-0.5518816821277142,0.8524365232035216,-0.257375221603956,0.0,10.29500886415824
1786016688.1718278,-6.591981887817383,-3.332113027572632,-111.67424011230469,-0.035704273730516434,0.8357954621315002,0.16429020464420319,-0.035704273730516434,-0.5355212278664112,0.8517894844746806,-0.24898524505969807,0.0,9.959409802387922
1786016688.2213988,-6.815302848815918,-3.6122472286224365,-111.83736419677734,-0.011912200599908829,0.8376016616821289,0.16560117900371552,-0.011912200599908829,-0.5537492848932742,0.8538151404959297,-0.2583329666119355,0.0,10.33331866447742
1786016688.271426,-6.692314624786377,-3.5262160301208496,-111.77581024169922,-0.01872505433857441,0.8316277265548706,0.16095183789730072,-0.01872505433857441,-0.5476574588567018,0.8470597202661343,-0.2552089532598471,0.0,10.208358130393885
1786016688.3214655,-6.774685859680176,-3.3149445056915283,-111.83544158935547,-0.02251427434384823,0.8323785066604614,0.16618560254573822,-0.02251427434384823,-0.5197559501975775,0.8488060042458405,-0.24090048728080898,0.0,9.636019491232359
1786016688.3725543,-6.725480556488037,-3.3523378372192383,-111.74298095703125,-0.021358750760555267,0.83460533618927,0.16126494109630585,-0.021358750760555267,-0.524209426343441,0.8500426156507681,-0.24318432120176464,0.0,9.727372848070585
1786016688.4213605,-6.639716148376465,-3.4781594276428223,-111.85372161865234,-0.013378290459513664,0.8387230038642883,0.16305387020111084,-0.013378290459513664,-0.5351022046059369,0.8544254454302586,-0.24877036133637792,0.0,9.950814453455116
1786016688.4712622,-6.660967826843262,-3.304060697555542,-111.589111328125,-0.017009025439620018,0.8212969899177551,0.16844408214092255,-0.017009025439620018,-0.5126181300729513,0.8383926016230481,-0.2372400667040776,0.0,9.489602668163105
1786016688.5215912,-6.6207170486450195,-3.334099531173706,-111.89480590820312,-0.029211798682808876,0.8394304513931274,0.1649368703365326,-0.029211798682808876,-0.5293267283588647,0.8554809488951112,-0.24580857864557168,0.0,9.832343145822867
1786016688.5713086,-6.489504337310791,-3.535646915435791,-111.78531646728516,-0.015617516823112965,0.830278754234314,0.1692480742931366,-0.015617516823112965,-0.5459645541384816,0.8473533621723699,-0.2543407969940931,0.0,10.173631879763725
